title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
Летевший в Стамбул самолет сел в Волгограде из-за неадекватного пассажира,2024-03-25 08:41:06,0,-30,0
Пассажир впал в кому во время суточной задержки рейса из Таиланда,2024-03-28 21:39:56,-99.78234767913818,-50,-20
"В Таиланде умер россиянин, впавший в кому после задержки рейса",2024-03-29 14:25:06,-95.09870409965515,-50,0
Группа «Аэрофлот» изменила схемы захода на посадку в Москве,2024-04-03 05:00:24,0,25,5
«Аэрофлот» объявил о возврате и обмене билетов на рейсы в Орск и Оренбург,2024-04-08 12:38:42,0,25,5
"Пассажиропоток группы Аэрофлот вырос в марте на 21,2% г/г",2024-04-12 08:00:00,0,50,75
"«Аэрофлот» сообщил, что не летает над Ираком, Иорданией и Израилем",2024-04-13 22:10:11,-98.29294681549072,25,-20
Следующий в Тегеран рейс «Аэрофлота» приземлится в Махачкале,2024-04-13 22:51:28,0,25,0
«Аэрофлот» перенес несколько рейсов в Египет и ОАЭ,2024-04-13 23:40:42,0,50,-20
Задержанные после атаки Ирана рейсы «Аэрофлота» возобновили вылеты,2024-04-14 06:50:43,-99.80769157409668,50,5
«Аэрофлот» ввел услугу по перевозке питомцев в соседнем кресле,2024-04-15 07:56:54,66.79294109344482,50,50
Летевший из Калининграда в Москву самолет аварийно сел в Петербурге,2024-04-16 14:37:05,0,-30,0
«Аэрофлот» перенес рейсы из Дубая в Москву из-за ливней в ОАЭ,2024-04-16 16:27:50,0,25,-10
Авиакомпании РФ увеличили перевозки в марте на 7% г/г,2024-04-17 09:20:13,92.60516166687012,50,50
«Аэрофлот» объявил расписание вылета задержанных в Дубае рейсов,2024-04-17 11:26:43,-99.14950132369995,50,5
«Аэрофлот» отменил рейс в Дубай из-за ограничения в работе аэропорта,2024-04-19 12:48:13,-99.80880618095398,-50,-20
Комиссия завершила расследование крушения Superjet в Шереметьево,2024-05-04 07:15:17,-99.44570064544678,50,-10
«Аэрофлот» объяснил внеплановую посадку рейса Пхукет — Красноярск в Китае,2024-05-04 09:25:08,0,-30,-20
"Авиакомпании РФ в апреле увеличили перевозки на 8,3% г/г до 8,2 млн пассажиров — Росавиация",2024-05-08 16:16:06,88.92525434494019,50,50
Авиакомпаниям предложили «спрямить» рейсы в Сочи и ОАЭ за полеты в Элисту,2024-05-14 00:51:33,0,25,5
"Пассажиропоток группы Аэрофлот вырос в апреле на 21,7% г/г",2024-05-14 08:30:01,0,50,70
Росавиация опровергла «сделку» с авиакомпаниями о полетах в Элисту,2024-05-14 10:09:28,-99.48269724845886,30,0
Между Москвой и Петербургом запустят рейсы с интервалом от 15 минут,2024-05-14 14:33:52,0,80,30
«Аэрофлот» и «Ростех» подписали контракт на поставку самолетов Ту-214,2024-05-17 06:01:27,95.6851601600647,50,60
S7 пополнила парк тремя Airbus A321,2024-05-19 21:01:04,96.2946891784668,40,30
Власти анонсировали повсеместное внедрение Wi-Fi на самолетах в 2028 году,2024-05-22 09:42:07,0,75,45
СД Аэрофлота рекомендовал не выплачивать дивиденды за 23г,2024-05-27 13:16:41,-99.65425133705139,-80,-30
Аэрофлот вернулся к чистой прибыли в 1 кв 24г,2024-05-30 12:00:01,99.64655637741089,75,50
Аэрофлот повысил прогноз пассажиропотока на 24г до 53 млн человек - ИФ,2024-06-06 14:33:28,0,80,50
Глава «Аэрофлота» оценил возможность расширения «аэромаршрутки»,2024-06-06 20:24:07,99.57992434501648,35,5
«Аэрофлот» оценил потери из-за сдвига поставок лайнеров ОАК,2024-06-06 21:00:58,-99.75295662879944,-50,-30
«Аэрофлот» отменил рейс из Бишкека в Москву из-за птиц на взлетной полосе,2024-06-08 14:33:58,-99.73042011260986,-50,0
"Пассажиропоток группы Аэрофлот вырос в мае на 22,3% г/г",2024-06-11 09:30:01,99.81685876846313,75,75
"Авиакомпании РФ увеличили перевозки в мае на 6,8% г/г - Росавиация",2024-06-14 07:05:44,84.55283641815186,50,45
«Аэрофлот» анонсировал повышение зарплат пилотов на 30% с конца октября,2024-06-21 17:14:05,0,80,30
«Аэрофлот» разрешил пассажирам выкупать по несколько кресел для сна,2024-06-28 15:29:24,72.6949393749237,75,15
«Аэрофлот» опроверг информацию о поломке шасси у рейса Самара — Москва,2024-07-02 12:46:07,-66.36794805526733,50,5
«Аэрофлот» опроверг данные о задержках рейсов из-за нехватки кадров,2024-07-02 19:52:18,-97.51951098442078,75,5
«Аэрофлот» объединил несколько рейсов из Москвы после прогноза о граде,2024-07-05 08:59:57,69.36243176460266,50,0
В Казани самолет «Аэрофлота» столкнулся с буксиром-толкачом,2024-07-05 11:23:54,-99.72746968269348,-50,-10
«Аэрофлот» изменил расписание рейсов в Московском регионе из-за погоды,2024-07-06 09:15:12,-99.54769015312195,-30,0
«Аэрофлот» отменил рейсы по семи маршрутам из-за погоды в Москве,2024-07-06 11:52:26,-99.82752799987793,-50,-20
В Шереметьево перенесли более 25 рейсов «Аэрофлота» из-за непогоды,2024-07-06 14:04:18,-99.31446313858032,-80,-20
«Аэрофлот» сообщил о ситуации в Шереметьево после данных об очередях,2024-07-06 15:45:48,0,50,-20
«Аэрофлот» заявил о стабильной ситуации с рейсами после очередей,2024-07-06 23:38:36,99.44514632225037,50,5
«Аэрофлот» опроверг информацию о «коллапсе» с бортпроводниками,2024-07-09 15:49:25,-96.68679237365723,25,5
«Аэрофлот» анонсировал возобновление полетов на Гоа,2024-07-10 09:28:16,0,80,50
Пассажиропоток авиакомпаний РФ в июне вырос на 6% г/г - Росавиация,2024-07-10 16:13:32,99.6673583984375,35,50
"Пассажиропоток группы Аэрофлот в июне вырос на 19,9% г/г",2024-07-11 09:00:40,99.82056617736816,75,75
Минтранс поручил ускорить предполетные процедуры в аэропорту Шереметьево,2024-07-13 21:47:16,0,25,5
Аэропорт Шереметьево объявил об ограничениях из-за погоды,2024-07-14 14:33:26,-99.65608716011047,-50,-20
В Шереметьево отменили ограничения на полеты,2024-07-14 15:33:41,-99.85393285751343,80,5
«Аэрофлот» сообщил о штатной работе на фоне глобального сбоя,2024-07-19 09:10:20,-59.06586050987244,50,30
«Аэрофлот» и  «Библио-глобус» попросили упростить визовый режим с Гоа,2024-07-29 04:16:23,0,35,30
«Аэрофлот» объяснил посадку в Уфе рейса из Москвы в Астану,2024-07-30 10:29:47,0,0,0
«Аэрофлот» впервые с 2017 года получил прибыль по итогам полугодия,2024-07-30 12:42:40,99.56791996955872,80,75
Президент Индонезии счел возможными прямые рейсы «Аэрофлота» на Бали,2024-07-31 12:03:22,0,75,30
"Пассажиропоток российских авиакомпаний за полгода вырос на 7,6%",2024-07-31 16:39:02,97.10509181022644,50,50
«Аэрофлот» опроверг информацию об отмене рейсов из-за нехватки экипажей,2024-08-01 06:45:16,-96.93030118942261,50,30
British Airways с октября на год приостановит рейсы в Пекин,2024-08-08 12:09:37,-99.26734566688538,-50,-20
"Пассажиропоток Группы Аэрофлот В Июле +14,7% Г/Г До 5,8 Млн Человек - Компания",2024-08-13 08:00:04,0,60,70
"Группа ""Аэрофлот"" в июле увеличила перевозки на 14,7%",2024-08-13 08:01:17,94.74412798881531,50,50
"ГРУППА «АЭРОФЛОТ» В ИЮЛЕ УВЕЛИЧИЛА ПЕРЕВОЗКИ НА 14,7%. Идут по траектории 2018 года",2024-08-13 11:21:00,98.89399409294128,65,50
ITA Airways не возобновит полеты в Тель-Авив раньше 20 августа,2024-08-14 11:22:14,-99.30024743080139,-50,0
"Авиакомпания потребовала от аэропорта Красноярска 4,1 млн рублей",2024-08-16 12:04:21,-99.8059332370758,25,1
Авиакомпании РФ в июле увеличили перевозки пассажиров на 4% г/г - Росавиация,2024-08-19 07:10:38,98.23009967803955,50,40
"«Аэрофлот» назвал, когда возобновит прямые рейсы из Москвы на Бали",2024-08-20 12:12:54,0,75,30
"Аэрофлот заработал 41,2 млрд р чистой прибыли во 2 кв против убытка годом ранее",2024-08-29 09:00:01,99.83939528465271,75,80
"""Аэрофлот"" во II кв. получил 41,2 млрд руб. чистой прибыли по МСФО против 55,5 млрд руб. убытка годом ранее - ИНТЕРФАКС",2024-08-29 12:01:00,99.00453686714172,70,70
Ютэйр убыток 2024H1 по МСФО,2024-08-30 12:46:00,-99.69409108161926,-50,-30
Латвия решила сохранить за собой блокпакет airBaltic после IPO,2024-08-30 18:13:00,55.31938672065735,50,5
«Аэрофлот» предложит «Авроре» Superjet в «мокрый» лизинг,2024-09-04 21:00:10,98.94802570343018,50,30
«Аэрофлот» вновь повысил прогноз по перевозкам в 2024 году,2024-09-04 21:00:23,99.07156229019165,75,50
"Авиакомпания ""Россия"" вернет двухэтажные Boeing 747 в эксплуатацию в 2025 году",2024-09-04 21:04:01,99.76477026939392,0,5
"""Аэрофлот"" планирует передать законтрактованные SSJ-100 в сублизинг",2024-09-04 21:18:15,0,-50,5
"""Аэрофлот"" и ресторанный холдинг Bellini будут совместно развивать бортовое питание",2024-09-05 02:48:13,99.29624199867249,50,50
"АЭРОФЛОТ В СТУДИИ MARKET POWER: ЛИЗИНГ, ФИНАНСЫ И ДИВИДЕНДЫ",2024-09-05 05:42:00,0,50,50
"""Аврора"" готова обсуждать предложенный ""Аэрофлотом"" ""мокрый"" лизинг Superjet 100",2024-09-05 14:22:00,99.33741688728333,25,5
Авиарейс из Владивостока в Москву задержали из-за поломки самолета,2024-09-09 08:58:48,-99.75159168243408,-30,0
ФАКТОРЫ - 11 сентября,2024-09-11 05:30:00,0,-100,-90
"Группа ""Аэрофлот"" в августе увеличила перевозки на 13,4%",2024-09-11 09:00:31,94.58342790603638,75,50
"Пассажиропоток группы Аэрофлот вырос в августе на 13,4% г/г",2024-09-11 09:00:39,0,50,50
Аэрофлот перевозки в августе 2024. Рекорд по внутреннему трафику.,2024-09-11 12:00:00,0,80,70
"Рост перевозок группы ""Аэрофлот"" в августе замедлился до 13,4%",2024-09-11 12:28:00,-96.58958911895752,-50,5
ФАКТОРЫ - 12 сентября,2024-09-12 05:30:00,0,50,0
"Пассажиропоток авиакомпаний РФ в августе вырос на 2,8% г/г — Росавиация",2024-09-13 13:02:05,99.6594488620758,50,30
Летевший в Минеральные Воды самолет экстренно сел в Волгограде,2024-09-17 06:28:23,0,25,0
«Аэрофлот» запустил экспресс-доставку посылок,2024-09-23 07:32:31,62.74707913398743,50,50
Глава «Аэрофлота» назвал сроки появления Wi-Fi в самолетах,2024-09-23 09:38:19,0,35,50
"""Аэрофлот"" рассчитывает на появление бесплатного Wi-Fi в самолетах в 2027-2028 - РБК",2024-09-23 14:42:00,0,50,30
Emirates отменила полеты в Бейрут на фоне эскалации в Ливане,2024-09-24 11:24:45,-99.80371594429016,Error_Evaluation_Gigachat,-30
Иностранные авиакомпании заняли 40% российского рынка перевозок за рубеж,2024-09-29 21:00:42,0,75,5
"""Аэрофлот"" отменил рейс ""Москва - Дубай - Москва"" 2 октября",2024-10-01 20:57:52,-99.8099148273468,-50,-10
«Аэрофлот» отменил рейс в Дубай из-за ударов Ирана по Израилю,2024-10-01 21:40:46,-99.79287385940552,-50,-20
Рейсы S7 в Дубай вылетели в аэропорты назначения,2024-10-02 12:07:07,53.76405119895935,50,5
«Аэрофлот» отменил ближайшие рейсы в Тегеран и обратно,2024-10-02 12:42:59,-99.81239438056946,-80,-30
"""Аэрофлот"" отменяет ближайшие рейсы в Тегеран и обратно",2024-10-02 12:49:34,-99.54879879951477,-80,-20
LOT отменила рейсы в Израиль до 26 октября,2024-10-04 16:57:28,-99.7349500656128,50,-20
KLM сочла несправедливой конкуренцию с КНР из-за российского неба,2024-10-08 05:15:32,-99.62652325630188,Error_Evaluation_Gigachat,-20
"""Аэрофлот"" в 2024 году перевезет более 2 млн пассажиров по ""плоским тарифам""",2024-10-09 07:18:04,94.97950673103333,50,50
"""Аэрофлот"" в 2024 году прогнозирует рост занятости кресел до 90%",2024-10-09 10:58:00,99.11778569221497,75,50
"Пассажиропоток группы Аэрофлот вырос в сентябре на 16,4% г/г",2024-10-11 09:01:06,0,75,70
"Глава ""Росагролизинга"":",2024-10-14 07:00:00,0,0,5
"Авиакомпании РФ увеличили перевозки в сен на 4,8% г/г — Росавиация",2024-10-17 10:04:16,57.69737958908081,50,40
"Бывший CFO ""Аэрофлота"" и НЛМК стал вице-президентом по финансам и стратегии H&N",2024-10-23 14:15:00,0,50,30
Транспортная прокуратура рассмотрит жалобы экипажей «Аэрофлота»,2024-10-23 21:01:49,-99.60429668426514,-30,-20
Прокуратура инициировала проверку жалоб экипажей «Аэрофлота»,2024-10-24 10:46:45,-98.41821789741516,-50,-30
Etihad Airways изменит маршруты рейсов из-за эскалации на Ближнем Востоке,2024-10-26 08:45:45,0,Error_Evaluation_Gigachat,-20
Emirates планирует возобновить полеты в Иран с 31 октября,2024-10-30 07:47:17,91.19548201560974,50,50
Летевший в Анталью самолет вернулся в Шереметьево из-за проблем,2024-10-30 08:52:10,0,-50,-20
"NordStar презентовала ливрею для самолета Boeing 737-800 в поддержку ХК ""Норильск""",2024-10-30 09:04:29,98.56634140014648,25,5
"""Аэрофлот"" за девять месяцев получил чистую прибыль по РСБУ в 26,3 млрд рублей",2024-10-30 10:00:54,99.75714087486267,80,70
"Скорректированная прибыль ""Аэрофлота"" по РСБУ в III кв. сократилась на 30%",2024-10-30 13:06:00,-97.79241681098938,-50,-40
"""Аэрофлот"" увеличит частоту полетов из Москвы в Горно-Алтайск с 30 ноября 2024 года",2024-11-06 07:23:19,0,50,5
«Коммерсантъ» сообщил о первой в России сделке с «мокрым» лизингом,2024-11-11 02:34:26,93.33065748214722,25,30
«Аэрофлот» и бывший чартерный перевозчик iFly обсуждают передачу парка последнего в «мокрый лизинг» - Ъ,2024-11-11 05:14:00,0,25,5
ФАКТОРЫ - 12 ноября,2024-11-12 05:30:00,0,80,5
"Пассажиропоток группы Аэрофлот вырос в октябре на 14,2% г/г",2024-11-12 09:30:00,0,75,70
"Группа ""Аэрофлот"" в октябре увеличила перевозки на 14,2%",2024-11-12 09:36:37,95.17770409584045,75,50
"Рост перевозок группы ""Аэрофлот"" в октябре замедлился до 14,2% - ИНТЕРФАКС",2024-11-12 12:30:00,0,-50,20
Boeing ждет роста глобального парка грузовых самолетов на 67% за 20 лет,2024-11-13 14:08:00,97.749924659729,35,70
"Инфляция ускорилась! Будущее Аэрофлота, перспективы Самолета, замороженные активы. Нефть дешевеет - Максим Орловский на РБК",2024-11-14 05:51:00,93.12141537666321,-75,-40
"Расчетная скорректированная EBITDA Аэрофлота, где аренда это расходы, как и было до 2018 года",2024-11-14 08:08:00,-94.41002011299133,50,50
"Авиакомпании РФ увеличили перевозки в окт на 6,5% г/г - Росавиация",2024-11-20 13:53:17,87.05111145973206,40,50
«Коммерсантъ» узнал о приостановке полетов половины Airbus neo в России,2024-11-21 03:54:44,-98.6539900302887,-80,-40
В РФ по техническим причинам перестал летать каждый второй Airbus neo - Ъ,2024-11-21 07:09:00,0,-50,-30
Глава Red Wings рассказал о подходах к распределению новых самолетов,2024-11-22 08:02:17,97.12981581687927,25,5
Ростех: надежность Superjet сопоставима с показателями иностранных самолетов,2024-11-26 12:21:10,99.34640526771545,25,50
Дефицит самолетов сдерживает аппетиты российских авиапассажиров,2024-11-28 08:00:49,0,-50,-20
Готовившийся экстренно сесть в Екатеринбурге самолет приземлился,2024-11-28 15:27:22,0,50,0
ФАКТОРЫ - 29 ноября,2024-11-29 05:30:00,0,34,0
"Аэрофлот получил прибыль в 17,7 млрд р в 3 кв после убытка годом ранее",2024-11-29 10:00:02,99.55540299415588,80,75
"ВЫРУЧКА АЭРОФЛОТА ПО МСФО В III КВ. ВЫРОСЛА НА 37% Г/Г, ДО 259,3 МЛРД РУБ. (КОНСЕНСУС ПРОГНОЗ - 255,1 МЛРД РУБ.) - ИНТЕРФАКС",2024-11-29 13:01:00,99.17140007019043,80,75
Скорректированная прибыль группы Аэрофлот в III квартале выросла на 23%,2024-11-29 13:05:00,99.34197068214417,75,70
"""Аэрофлот"" представил новый бессрочный уровень программы ""Аэрофлот бонус""",2024-11-29 13:22:26,98.45059514045715,50,50
«Аэрофлот» сообщил о глобальном сбое в системе покупки билетов,2024-11-29 16:10:03,-99.83774423599243,-80,-40
Работу системы бронирования авиабилетов Leonardo восстановили,2024-11-29 16:47:05,99.50516819953918,75,5
«Аэрофлот» первым в России возьмет самолеты в «мокрый» лизинг,2024-11-30 08:55:41,56.22439980506897,50,50
"""Аэрофлот"" поставит арендуемые у iFly A330 на рейсы в ДФО",2024-11-30 10:15:00,0,75,30
Росавиация предупредила о дефиците топлива для самолетов на Кубе,2024-11-30 11:27:12,-99.85589385032654,-50,-20
"Шаттлами ""Аэрофлота"" между Москвой и Петербургом воспользовались 2 млн пассажиров",2024-12-02 18:06:18,0,50,5
"""Победа"" планирует расширить предзаказ платного питания на борту",2024-12-03 07:04:59,99.79711174964905,35,30
«Аэрофлот» начал переговоры о покупке самолетов «Волга-Днепр» на запчасти,2024-12-06 09:33:46,90.74583649635315,35,5
"""Аэрофлот"" 12 декабря проведет благотворительную акцию",2024-12-10 13:02:59,0,50,5
Пассажиропоток группы Аэрофлот вырос в ноябре на 11% г/г,2024-12-11 09:00:00,0,50,50
"Группа ""Аэрофлот"" в ноябре 2024 года увеличила перевозки на 11%",2024-12-11 09:00:40,0,35,50
"""Аэрофлот"" ожидает поставку первых МС-21 в 2026 году",2024-12-12 07:22:42,0,50,50
Аэрофлот ожидает рост пассажиропотока в 25г до 5% — ИФ,2024-12-12 08:26:55,98.71435761451721,40,30
"""Аэрофлот"" ожидает роста пассажиропотока до 5% в 2025 году",2024-12-12 08:42:42,99.44019913673401,30,60
"""Аэрофлот"" начинает полеты по программе ""мокрого лизинга"" с iFly",2024-12-15 06:11:51,91.6142225265503,50,5
"Ростех: Superjet 100 подтвердил статус ""рабочей лошадки""",2024-12-16 09:08:29,99.74606037139893,35,50
"Авиакомпании РФ увеличили перевозки в ноябре на 4,8% г/г - Росавиация",2024-12-17 06:02:02,90.12857675552368,50,30
"""Аэрофлот"" устанавливает скидку в 50% для детей 2-12 лет для перелетов по РФ",2024-12-23 09:43:01,98.73740077018738,75,20
«Аэрофлот» установил фиксированную скидку 50% на детские билеты по России,2024-12-23 10:22:48,90.80122113227844,80,50
«Уральские авиалинии» установили скидку 50% на детские билеты,2024-12-23 16:43:30,98.64489436149597,20,5
Росавиация сообщила о временном закрытии аэропортов в Москве и Калуге,2024-12-26 13:12:14,-99.47904348373413,-90,-30
Ограничения в московских аэропортах сняты - Росавиация,2024-12-26 13:55:22,0,85,50
Ограничения работы аэропортов Москвы и Калуги сняты — Росавиация,2024-12-26 15:23:53,0,80,20
"""Победа"" перенесла начало действия 50% скидки на детские авиабилеты на 1 января",2024-12-28 09:22:26,-98.20606708526611,20,5
"С 1 января дети до 12 лет могут летать с 50% скидкой ""Аэрофлотом"" и Nordwind",2024-12-31 21:01:00,98.3447790145874,30,50
Qatar Airways возобновит полеты в Дамаск с 7 января,2025-01-02 16:07:08,98.36761355400085,50,15
"Свыше 1,5 млн пассажиров перевезли авиакомпании группы ""Аэрофлот"" в праздники",2025-01-10 16:31:24,0,75,40
Самолет «Аэрофлота» Москва — Ереван внепланово сел в Махачкале,2025-01-12 18:19:37,0,-50,5
Треть туристов с билетами авиакомпании Flydubai отказались от поездок из-за отмены рейсов,2025-01-13 11:28:00,-85.35389304161072,-75,-30
«Аэрофлот» назвал причину экстренной посадки рейса Санья — Владивосток,2025-01-14 04:49:42,0,50,-10
"Пассажиропоток группы Аэрофлот вырос в 24г на 16,8%",2025-01-14 11:00:00,99.71346855163574,50,70
"«Аэрофлот» нарастил перевозки пассажиров на 16,8% в 2024 году",2025-01-14 11:42:31,97.43691682815552,75,75
«Аэрофлот» отменил рейс из Стамбула в Москву по техническим причинам,2025-01-15 04:57:59,-99.82098340988159,-50,-10
"""Аэрофлот"" назвал направления, показавшие в 2024 г. наибольший рост пассажиропотока",2025-01-16 11:29:24,98.37381839752197,50,50
"""Аэрофлот"" нарастил пассажиропоток через Калининград на 23% в 2024 году",2025-01-16 13:57:12,98.36435914039612,75,50
"МНЕНИЕ-Сопротивление по индексу Мосбиржи прорвано, его нужно удержать",2025-01-17 06:53:52,0,75,50
Рейс из Москвы в Дубай экстренно приземлился в Баку,2025-01-20 06:21:12,99.15635585784912,-30,0
"""Аэрофлот"" продал более 66 тыс. детских билетов со скидкой в 50%",2025-01-20 18:57:02,-99.74989295005798,30,5
"""Победа"" предоставляет родителям с детьми право выбрать место на борту самолета",2025-01-22 11:37:37,96.72988653182983,25,5
"""Аэрофлот"" и S7 закрепили подходы к определению стартовой цены на билеты",2025-01-22 12:07:00,0,25,5
Red Wings в конце апреля запустит авиарейс из Екатеринбурга в Абакан,2025-01-23 07:08:20,97.15526700019836,50,5
Самолет «Аэрофлота» из Стамбула в Москву сел в Астрахани,2025-01-24 18:33:48,0,-50,0
Летевший из Москвы в Сочи пассажирский лайнер сел в Саратове,2025-01-26 15:07:48,0,25,0
Подавший сигнал тревоги рейс Дубай-Москва благополучно сел в Астрахани — ИФ,2025-01-29 15:19:37,0,50,5
"Эксперты: ""Аэрофлот"" может выплатить дивиденды впервые с 2019 года",2025-01-29 15:50:42,94.19592022895813,75,70
ФАКТОРЫ - 31 января,2025-01-31 05:30:00,0,50,0
Акции Аэрофлота лучше рынка и достигли уровня января 2022,2025-01-31 05:45:00,99.81393814086914,75,50
"""Аэрофлот"" увеличил перевозки пассажиров через Шереметьево в 2024 г. на 19%",2025-02-03 05:23:09,0,75,30
«Аэрофлот» спрогнозировал увеличение цен на авиабилеты на уровне инфляции,2025-02-03 07:25:01,0,25,5
Аэрофлот результаты 2024 по РСБУ,2025-02-03 11:36:00,0,50,40
"Уровень безопасности полетов ""Аэрофлота"" в 2024 году составил 99,977%",2025-02-03 11:37:14,0,50,50
"""Аэрофлот"" в 2024 году получил 22 млрд рублей чистой прибыли по РСБУ",2025-02-03 11:38:00,99.2052435874939,80,70
В России сократилось количество аэропортов-миллионников,2025-02-04 06:00:51,-99.50980544090271,-25,-20
"Авиаперевозки в РФ в 25г могут снизиться на 1,7% до 109,7 млн пассажиров — агентства",2025-02-05 07:48:51,-99.64207410812378,-40,-20
Лавров: открытие аэропорта в Сухуме будет способствовать развитию туризма,2025-02-06 11:52:47,97.22841382026672,Error_Evaluation_Gigachat,30
Первый полет самолета SJ-100 с двигателем ПД-8 ожидается через месяц-полтора,2025-02-07 10:34:10,71.0271418094635,50,50
Первые двигатели ПД-8 передали для испытаний SJ-100,2025-02-11 05:12:03,0,75,50
ФАКТОРЫ - 11 февраля,2025-02-11 05:30:00,0,25,0
"Пассажиропоток Аэрофлота вырос в январе на 1,9% г/г",2025-02-11 08:30:00,99.80588555335999,35,5
"Группа ""Аэрофлот"" в январе увеличила перевозки почти на 2%",2025-02-11 08:30:58,96.07998728752136,35,50
"РОСТ ПАССАЖИРОПОТОКА ГРУППЫ АЭРОФЛОТ В ЯНВАРЕ ЗАМЕДЛИЛСЯ ДО 1,9% Г/Г (ПОСЛЕ +7,4% В ДЕКАБРЕ И +16,8% ЗА 2024Г) - КОМПАНИЯ - ИНТЕРФАКС",2025-02-11 11:31:00,-90.94452857971191,50,-20
"""Аэрофлот"" не планирует проведение допэмиссии",2025-02-12 07:37:38,-99.79846477508545,80,50
"""Аэрофлот"" планирует расширить компетенции в ремонте двигателей Airbus A320 и Boeing",2025-02-17 15:22:00,99.66316819190979,50,50
"Новость для владельцев облигаций ООО ""Финанс-Авиа"" (ЮТэйр)",2025-02-20 11:52:00,0,0,-30
"Singapore Air в октябре-декабре нарастила чистую прибыль в 2,5 раза",2025-02-20 13:46:00,99.64332580566406,30,75
"СД ""Аэрофлота"" 28 февраля обсудит положение о дивполитике и стратегию до 2030 г.",2025-02-20 15:47:00,0,50,20
«Аэрофлот» скорректировал расписание рейсов из-за снегопада в Сочи,2025-02-25 12:15:04,-96.92172408103943,-50,-10
Гроссмейстер из США впервые сыграет на турнире в России с 2018 года,2025-02-27 08:32:11,0,50,5
"Авиакомпании РФ увеличили перевозки в янв на 0,3% г/г - Росавиация",2025-02-27 11:25:01,94.13002729415894,50,5
Совет директоров Аэрофлота утвердил новую дивидендную политику,2025-03-03 13:02:53,0,75,50
"""Аэрофлот"" привел дивидендную политику к единому для госкомпаний подходу",2025-03-03 16:18:00,0,35,50
ФАКТОРЫ - 4 марта,2025-03-04 05:30:00,0,50,0
"Аэрофлот увеличил выручку на 28,7%, получил убыток 4,9 млрд р в 4 кв 24г",2025-03-04 11:20:06,44.780901074409485,50,28
"Пассажиропоток группы Аэрофлот снизился в феврале на 2,3% г/г",2025-03-11 09:00:01,-99.70148801803589,-50,-30
Delta Air ухудшила квартальный прогноз на ожидании спада спроса на внутренние рейсы,2025-03-11 09:46:00,-99.82264637947083,-75,-40
«Аэрофлот» связал снижение своего пассажиропотока с високосным годом,2025-03-11 10:10:22,-99.72660541534424,-25,5
Покупатели сверхдешевых билетов в Пхукет проиграли иск к «Аэрофлоту»,2025-03-17 14:07:29,0,30,-5
"«Аэрофлот» заявил, что рейсы в Таиланд выполняются штатно",2025-03-28 09:01:34,0,50,5
МАК возложил на экипаж ответственность за крушение SSJ100 в мае 2019 года,2025-03-28 14:33:18,-99.75314140319824,-80,-30
Самолет «Аэрофлота» аварийно сел в аэропорту Саратова,2025-03-29 12:17:43,0,-80,-30
ФАКТОРЫ - 1 апреля,2025-04-01 05:30:00,0,0,0
МНЕНИЕ-Рынок акций РФ продолжит попытки отскока,2025-04-04 06:51:29,99.39858913421631,50,5
Суды отменили штраф «Аэрофлоту» за ввоз 4 кг хамона из ЕС,2025-04-06 08:24:45,-99.74798560142517,80,5
«Аэрофлот» расширит программу плоских тарифов на новые города,2025-04-07 13:59:57,99.78761672973633,75,50
ФАКТОРЫ - 9 апреля,2025-04-09 05:30:00,0,50,5
ФАКТОРЫ - 10 апреля,2025-04-10 05:30:00,0,50,5
Россия предложила США снять санкции с «Аэрофлота»,2025-04-11 07:36:42,99.53254461288452,Error_Evaluation_Gigachat,30
"Пассажиропоток Аэрофлота вырос в марте на 2,6% г/г",2025-04-11 09:00:00,99.76207613945007,50,15
Летевший в Индонезию лайнер сел в Ташкенте из-за заболевшего пассажира,2025-04-15 21:11:36,0,-30,0
«Аэрофлот» опроверг информацию о выкатывании лайнера за полосу в Кемерово,2025-04-19 06:54:44,-77.52488255500793,35,5
«Аэрофлот» сообщил об отсутствии в планах рейсов в Абхазию,2025-04-30 12:33:57,-99.79650974273682,25,-10
"Рейс «Аэрофлота» в Нью-Дели сел в Ташкенте, самолет на Пхукет развернули",2025-05-06 23:17:34,0,-50,-10
«Аэрофлот» допустил отмены и объединение рейсов после мер в Шереметьево,2025-05-07 06:40:41,-74.93147850036621,-50,-30
«Аэрофлот» отменил более 130 рейсов в Москву и из нее,2025-05-07 11:02:32,-99.84315037727356,-85,-30
Минтранс сообщил о возврате российских авиакомпаний к штатным полетам,2025-05-08 20:03:45,98.12453985214233,80,50
"Пассажиропоток группы Аэрофлот вырос в апреле на 6,7% г/г",2025-05-12 10:30:00,0,50,50
Авиакомпании обяжут размещать рядом пассажиров с двумя и более детьми,2025-05-20 12:50:23,-72.40456342697144,-30,5
